"","council","reference","date_received","date_validated","address","description","applicant","agent","status","decision","decision_date","category","search_term","url","decision_clean","address_clean","postcode","pc_lat","pc_lon","g_lat","g_lon","g_status","lat","lon","geometry"
"143","South Oxfordshire","P17/S0526/FUL",NA,NA,"Deanfield Avenue HENLEY-ON-THAMES RG9 1UE","erection of care home for the elderly, including parking, amenity, landscaping and tree protection (as per additional information received 13 june 2017 accompanying agent's email, amended plans received 3 august 2017 accompanying agent's email and additional arboricultural information received 16 october 2017 accompanying agents email).","Mr Ian Sloan","PPML Consulting Ltd","","refusal of planning permission | appeal: appeal dismissed on 7 december 2018","13th December 2017","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P17/S0526/FUL","refused","Deanfield Avenue HENLEY-ON-THAMES RG9 1UE","RG9 1UE",51.535532,-0.909142,NA,NA,NA,51.535532,-0.909142,c(-0.909142, 51.535532)
"144","South Oxfordshire","P17/S1414/FUL",NA,NA,"Townlands Hospital York Road HENLEY-ON-THAMES RG9 2EB","variation of condition 2  (plans) of planning permission p12/s1424/ful

proposed health and social well being campus comprising conversion and demolition of existing hospital buildings, structures and walls, and redevelopment of the site to provide replacement 18 bed community hospital, 12 bed palliative care facility, 64 bed care home, 45 assisted living units and key worker apartments, associated car parking, landscaping, open space, infrastructure and access works including provision of new vehicular access from mount view.","Laureate Gardens Ltd","GVA","","planning permission","4th September 2017","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P17/S1414/FUL","approved","Townlands Hospital York Road HENLEY-ON-THAMES RG9 2EB","RG9 2EB",NA,NA,51.5389987,-0.9091117,"ok",51.5389987,-0.9091117,c(-0.9091117, 51.5389987)
"145","South Oxfordshire","P17/S3564/FUL",NA,NA,"Land at Wallingford Road/Reading Road Wallingford OX10 9EG","erection of a 70 bed care home (within use class c2), access, parking, landscaping and other associated works.(as amplified and amended by information accompanying email from agent dated 11 december 2017).","Frontier Estates (Wal) Ltd, Mrs H Anderson and Mr G Snook","Mrs Anna Gillings","","planning permission","16th July 2018","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P17/S3564/FUL","approved","Land at Wallingford Road/Reading Road Wallingford OX10 9EG","OX10 9EG",51.589035,-1.13007,NA,NA,NA,51.589035,-1.13007,c(-1.13007, 51.589035)
"146","South Oxfordshire","P17/S3593/FUL",NA,NA,"1, 3 and 5 Park Hill Wheatley OX33 1ND","demolition of three residential dwellings and the construction of a new 75 bed care home facility (use class c2). (as per noise and odur report received 29 november 2017)",".","Carter Jonas- Oxford","","withdrawn prior to determination","24th January 2018","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P17/S3593/FUL","withdrawn","1, 3 and 5 Park Hill Wheatley OX33 1ND","OX33 1ND",51.749692,-1.13933,NA,NA,NA,51.749692,-1.13933,c(-1.13933, 51.749692)
"147","South Oxfordshire","P18/S0650/FUL",NA,NA,"Greendene Farm near Chazey Heath RG4 7UG","the demolition of the buildings at greendene farm other than greendene farmhouse and the development of a 65-bedroom elderly care home use class c2 with access, car-parking and a comprehensive landscaping strategy.
as amended / clarified by:
+ ecology survey submitted 3 april 2018;
+ drainage details submitted 26 april 2018, 16 october 2018 and 10 december 2018;
+ updated plans and whole estate enhancement plan submitted 7 november 2018;
+ alternative site assessment submitted 15 february 2019;
+ updated whole estates enhancement plan submitted 9 april 2019;
+ final planning balance letter and addendum on need submitted 8 may 2019;
+ additional landscape information submitted 29 july 2019; and
+ legal opinion submitted 22 august 2019.","Mr  C/O agent","Miss Harriet Swale","","refusal of planning permission | appeal: appeal dismissed on 23 march 2021","13th September 2019","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/S0650/FUL","refused","Greendene Farm near Chazey Heath RG4 7UG","RG4 7UG",51.496366,-1.004433,NA,NA,NA,51.496366,-1.004433,c(-1.004433, 51.496366)
"148","South Oxfordshire","P18/S1820/FUL",NA,NA,"Workshop Gym, La Fitness Newtown Road Henley-On-Thames RG9 1HG","variation of condition 28 on application ref. p15/s3385/ful - to allow the operation of a water extraction pump for 24 hours per day during the excavation of and initial construction of the proposed basement to prevent flooding of the works and uplifting of the structure caused by water pressure

demolition of the existing building and the erection of an 80 bed care home (c2 use) with parking, landscaping, retention of existing access to newtown road and creation of a new access from mill lane.","Hallmark Care Homes","Buckle Chamberlain Partnership","","withdrawn prior to determination","2nd October 2018","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/S1820/FUL","withdrawn","Workshop Gym, La Fitness Newtown Road Henley-On-Thames RG9 1HG","RG9 1HG",51.529362,-0.895508,NA,NA,NA,51.529362,-0.895508,c(-0.895508, 51.529362)
"149","South Oxfordshire","P18/S1475/FUL",NA,NA,"Unit A, Lower Broadway Broadway Didcot OX11 8ET","demolition of buildings and erection of a 70-bed care home (within class c2), parking, access, landscaping and other associated works","c/o agent","Gilings Planning","","planning permission","5th November 2018","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/S1475/FUL","approved","Unit A, Lower Broadway Broadway Didcot OX11 8ET","OX11 8ET",51.607151,-1.231602,NA,NA,NA,51.607151,-1.231602,c(-1.231602, 51.607151)
"150","South Oxfordshire","P18/S1346/FUL",NA,NA,"Land at Churchfield Lane Benson OX10 6SH","variation of condition 2 (approved plans) of planning permission p16/s3424/ful- to provide 10 additional bedrooms within the same footprint, as the previously approved staff accommodation is not required, and the external alterations to the building.
(as amended by site plan received 3 july 2018 clarifying location of boundary treatment)
 
development of a 60 bed c2 use class elderly care home (as amplified by drainage testing information received 2nd november 2016, section plan showing site levels received 22nd december 2016, sustainable drainage and landscape management plan and additional information received 14th december 2016, trics daily trip rate survey received 15th december 2016 and footpath plan received 15th december 2016).","Northstar Benson Limited","Northstar Benson Ltd","","planning permission","17th August 2018","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/S1346/FUL","approved","Land at Churchfield Lane Benson OX10 6SH","OX10 6SH",51.620436,-1.114708,NA,NA,NA,51.620436,-1.114708,c(-1.114708, 51.620436)
"151","South Oxfordshire","P18/S1243/FUL",NA,NA,"Daf Trucks Ltd Eastern Bypass THAME OX9 3FB","erection of a 68 bed care home and associated vehicular parking, landscaping, ancillary infrastructure and other works.",".","Miss Lauren Hawksworth","","withdrawn prior to determination","10th September 2018","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/S1243/FUL","withdrawn","Daf Trucks Ltd Eastern Bypass THAME OX9 3FB","OX9 3FB",NA,NA,51.746997,-0.974188,"ok",51.746997,-0.974188,c(-0.974188, 51.746997)
"152","South Oxfordshire","P18/S2661/FUL",NA,NA,"1, 3 and 5 Park Hill Wheatley OX33 1ND","demolition of three residential dwellings and the construction of a new 75 bed care home facility (use class c2)(as amplified by information received 2 october 2018 and amended by drawings received 5 october 2018).","Frontier Estates Limited","Carter Jonas","","withdrawn prior to determination","5th February 2019","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/S2661/FUL","withdrawn","1, 3 and 5 Park Hill Wheatley OX33 1ND","OX33 1ND",51.749692,-1.13933,NA,NA,NA,51.749692,-1.13933,c(-1.13933, 51.749692)
"153","South Oxfordshire","P19/S0246/FUL",NA,NA,"Chilterns Care Home Townlands Community Hospital York Road Henley on Thames RG9 2EB","retention of roof mounted flues serving gas fired laundry dryers, installed in breach of condition 5 of planning consent p12/s1424/ful.","Vinci Construction Ltd","Noviun Architects","","planning permission","1st May 2019","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S0246/FUL","approved","Chilterns Care Home Townlands Community Hospital York Road Henley on Thames RG9 2EB","RG9 2EB",NA,NA,51.5388456,-0.9079964,"ok",51.5388456,-0.9079964,c(-0.9079964, 51.5388456)
"154","South Oxfordshire","P19/S1805/FUL",NA,NA,"Land Off Churchfield Lane Benson OX10 6SH","variation of condition 2 (approved plans) of p18/s1346/ful to allow further alterations to the elevations of a 70 bed c2 use class elderly care home (as previously approved under permissions p16/s3414/ful and p18/s1346/ful).","Mr Paul Jeffery","ADG Architects","","planning permission","13th September 2019","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S1805/FUL","approved","Land Off Churchfield Lane Benson OX10 6SH","OX10 6SH",51.620436,-1.114708,NA,NA,NA,51.620436,-1.114708,c(-1.114708, 51.620436)
"155","South Oxfordshire","P19/S3003/FUL",NA,NA,"Unit A Lower Broadway Broadway Didcot OX11 8ET","variation of conditions 11, 12, 13, 17 & 20 (wording to be amended to 'except for demolition works ...' in front of wording for the conditions to allow condition 17 to be carried out) on application ref. p18/s1475/ful. 

demolition of buildings and erection of a 70 bed care home (within class c2), parking, access, landscaping and other associated works","Care Concern Group","Robert Potter & Partners LLP","","planning permission","4th December 2019","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S3003/FUL","approved","Unit A Lower Broadway Broadway Didcot OX11 8ET","OX11 8ET",51.607151,-1.231602,NA,NA,NA,51.607151,-1.231602,c(-1.231602, 51.607151)
"156","South Oxfordshire","P19/S2731/FUL",NA,NA,"Unit A Lower Broadway Broadway Didcot OX11 8ET","variation of condition 2 (approved plans) of application p18/s1475/ful (demolition of buildings and erection of a 70 bed care home (within class c2), parking, access, landscaping and other associated works) in line with amendments submitted and detailed in agents emails dated  18/11/2019, 22/11/2019, 13/02/2020, 27/02/2020 and 01/04/2020.","Care Concern Group","Robert Potter & Partners LLP","","planning permission","2nd April 2020","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S2731/FUL","approved","Unit A Lower Broadway Broadway Didcot OX11 8ET","OX11 8ET",51.607151,-1.231602,NA,NA,NA,51.607151,-1.231602,c(-1.231602, 51.607151)
"157","South Oxfordshire","P19/S2486/FUL",NA,NA,"Former Henley Youth Centre site 1 Deanfield Avenue Henley-On-Thames RG9 1UE","erection of care home for the elderly and a detached affordable apartment block (10 x 1 bed), including parking, amenity, landscaping and tree protection (as amended by plans submitted 14 october 2019).","Mr Ian Sloan","PPML Consulting Ltd","","refusal of planning permission","30th January 2020","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S2486/FUL","refused","Former Henley Youth Centre site 1 Deanfield Avenue Henley-On-Thames RG9 1UE","RG9 1UE",51.535532,-0.909142,NA,NA,NA,51.535532,-0.909142,c(-0.909142, 51.535532)
"158","South Oxfordshire","P19/S4482/FUL",NA,NA,"1, 3 and 5 Park Hill Wheatley OX33 1ND","demolition of three residential dwellings and construction of a residential care home (use class c2) (as amended by drawings and information accompanying email from agent dated 4 march 2020).","Frontier Estates Limited","Carter Jonas","","planning permission","7th December 2020","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S4482/FUL","approved","1, 3 and 5 Park Hill Wheatley OX33 1ND","OX33 1ND",51.749692,-1.13933,NA,NA,NA,51.749692,-1.13933,c(-1.13933, 51.749692)
"159","South Oxfordshire","P19/S4477/FUL",NA,NA,"Land at Wallingford Road/Reading Road Wallingford OX10 9EG","variation of condition 2 (approved plans) of application p17/s3564/ful- the relocation of the substation

erection of a 70 bed care home (within use class c2), access, parking, landscaping and other associated works.(as amplified and amended by information accompanying email from agent dated 11 december 2017).","Barchester Healthcare","TDC Architects Ltd","","planning permission","4th June 2020","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S4477/FUL","approved","Land at Wallingford Road/Reading Road Wallingford OX10 9EG","OX10 9EG",51.589035,-1.13007,NA,NA,NA,51.589035,-1.13007,c(-1.13007, 51.589035)
"160","South Oxfordshire","P19/S3327/FUL",NA,NA,"Land off Churchfield Lane Benson OX10 6SH","proposal for external entrance lobby to be added to the proposed 70 bed care home development on land off churchfield road, benson.","ADG Architects","ADG Architects","","planning permission","19th December 2019","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/S3327/FUL","approved","Land off Churchfield Lane Benson OX10 6SH","OX10 6SH",51.620436,-1.114708,NA,NA,NA,51.620436,-1.114708,c(-1.114708, 51.620436)
"161","South Oxfordshire","P20/S0482/FUL",NA,NA,"Henley Manor Care Home Newtown Road Henley-On-Thames RG9 1HG","variation of condition 2 (drawings) retrospective permission for alternative position of a bin store on application ref. p15/s3385/ful","Hallmark Care Homes","Buckle Chamberlain Partnership","","refusal of planning permission","27th January 2023","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P20/S0482/FUL","refused","Henley Manor Care Home Newtown Road Henley-On-Thames RG9 1HG","RG9 1HG",51.529362,-0.895508,NA,NA,NA,51.529362,-0.895508,c(-0.895508, 51.529362)
"162","South Oxfordshire","P20/S1852/FUL",NA,NA,"Daf Trucks Ltd Eastern Bypass Thame OX9 3FB","application under s73 of the town and county planning act 1990 for variation of condition 2 - amended plans and 5 - amendment to means of access for the full application and condition 4 - amended plans for the outline application of p18/s3143/o. ""hybrid planning application with: outline permission (all matters reserved except for access) sought for demolition of existing buildings and development of 1511 sqm (gross) of offices within class b1 and up to 129 dwellings within class c3 and associated works. full planning permission sought for erection of a 68 bed care home within class c2 and associated access, vehicular parking, landscaping, ancillary infrastructure and other works.","Angle Property PCDF IV (Thame)","Montagu Evans","","planning permission","27th October 2020","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P20/S1852/FUL","approved","Daf Trucks Ltd Eastern Bypass Thame OX9 3FB","OX9 3FB",NA,NA,51.746997,-0.974188,"ok",51.746997,-0.974188,c(-0.974188, 51.746997)
"163","South Oxfordshire","P20/S1658/FUL",NA,NA,"Land off Churchfield Lane Benson OX10 6SH","variation of condition 2 of p18/s1346/ful to extend the proposed car park to allow a further 6 parking spaces.
variation of condition 2 (approved plans) of planning permission p16/s3424/ful- to provide 10 additional bedrooms within the same footprint, as the previously approved staff accommodation is not required, and the external alterations to the building.
development of a 60 bed c2 use class elderly care home","Mr Paul Jeffery","ADG Architects","","planning permission","6th July 2020","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P20/S1658/FUL","approved","Land off Churchfield Lane Benson OX10 6SH","OX10 6SH",51.620436,-1.114708,NA,NA,NA,51.620436,-1.114708,c(-1.114708, 51.620436)
"164","South Oxfordshire","P21/S1415/FUL",NA,NA,"Winterbrook Nursing Home 18 Winterbrook Wallingford OX10 9EF","the erection of 23 retirement apartments (age restricted to 55+) including associated communal facilities, parking, access, and landscaping, following the demolition of the existing 35-bedroom nursing home and all associated outbuildings.","Beechcroft Developments Ltd. and Newcore Capital Management","Ridge and Partners LLP","","planning permission","26th July 2022","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/S1415/FUL","approved","Winterbrook Nursing Home 18 Winterbrook Wallingford OX10 9EF","OX10 9EF",51.590444,-1.128571,NA,NA,NA,51.590444,-1.128571,c(-1.128571, 51.590444)
"165","South Oxfordshire","P21/S1174/FUL",NA,NA,"1, 3 and 5 Park Hill Wheatley OX33 1ND","section 73 application for variation of condition 2 approved plans on planning application p19/s4482/ful - 1. internal reconfiguration of the approved first floor residents lounge and dining area; 2. internal reconfiguration on first floor to replace approved bedrooms 64 and 65 with a residents lounge 2; 3. addition of external balcony on first floor facing park hill, adjacent to stair core 3; 4. incidental changes to the fenestration associated with the changes described under points 1-3. (additional information received 17/05/2021) (landscape plans to vary condition 5 withdrawn 17/05/2021).

demolition of three residential dwellings and construction of a residential care home (use class c2).","Frontier Estates Limited","Carter Jonas","","planning permission","26th May 2021","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/S1174/FUL","approved","1, 3 and 5 Park Hill Wheatley OX33 1ND","OX33 1ND",51.749692,-1.13933,NA,NA,NA,51.749692,-1.13933,c(-1.13933, 51.749692)
"166","South Oxfordshire","P21/S0881/FUL",NA,NA,"Unit A, Lower Broadway Broadway Didcot OX11 8ET","variation of condition 2 (approved plans) on application p19/s2731/ful- removal of window boxes. 

variation of condition 2 (approved plans) of application p18/s1475/ful (demolition of buildings and erection of a 70 bed care home (within class c2), parking, access, landscaping and other associated works) in line with amendments submitted and detailed in agent's emails dated  18/11/2019, 22/11/2019, 13/02/2020, 27/02/2020 and 01/04/2020.","Care Concern Group","Robert Potter & Partners LLP","","planning permission","24th May 2021","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/S0881/FUL","approved","Unit A, Lower Broadway Broadway Didcot OX11 8ET","OX11 8ET",51.607151,-1.231602,NA,NA,NA,51.607151,-1.231602,c(-1.231602, 51.607151)
"167","South Oxfordshire","P21/S0644/FUL",NA,NA,"Pearces Yard Aylesbury Road Thame OX9 3AS","full planning permission for the erection of a 70-bed care home development (use class c2), including communal space, landscaping and associated development
(amplified by energy statement received 13 april 2021)","Tamanend Estates LLP","Iceni Projects","","refusal of planning permission","22nd March 2022","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/S0644/FUL","refused","Pearces Yard Aylesbury Road Thame OX9 3AS","OX9 3AS",NA,NA,51.7536295,-0.978272,"ok",51.7536295,-0.978272,c(-0.978272, 51.7536295)
"168","South Oxfordshire","P21/S5383/FUL",NA,NA,"Steven Orton Antiques Shirburn Road near Watlington OX49 5BZ","variation of condition 1 to substitute approved plans on planning application p19/s2380/rm in relation to block d.

reserved matters application following outline approval p18/s0002/o for 37 retirement houses, care home and 4 units of staff accommodation at shirburn road, to consider appearance, landscaping, layout and scale.","Beechcroft Developments","Ridge and Partners LLP","","withdrawn prior to determination","3rd May 2022","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/S5383/FUL","withdrawn","Steven Orton Antiques Shirburn Road near Watlington OX49 5BZ","OX49 5BZ",51.647266,-1.001334,NA,NA,NA,51.647266,-1.001334,c(-1.001334, 51.647266)
"169","South Oxfordshire","P21/S5357/FUL",NA,NA,"Steven Orton Antiques Shirburn Road near Watlington OX49 5BZ","application under section 73 tcpa 1990 for variation of condition 1 (development in accordance with approved plans) in relation to block a, block b, block c and block d on planning application p19/s2380/rm. (as amplified and amended by additional plans received 14 april 2022 and as amended by plans received 04 july 2022)

(reserved matters application following outline approval p18/s0002/o for 37 retirement houses, care home and 4 units of staff accommodation at shirburn road, to consider appearance, landscaping, layout and scale.)","Beechcroft Developments","Ridge and Partners LLP","","planning permission","14th July 2022","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/S5357/FUL","approved","Steven Orton Antiques Shirburn Road near Watlington OX49 5BZ","OX49 5BZ",51.647266,-1.001334,NA,NA,NA,51.647266,-1.001334,c(-1.001334, 51.647266)
"170","South Oxfordshire","P22/S2004/FUL",NA,NA,"Hempton Field Nursing Home 36 Lower Icknield Way Chinnor OX39 4EB","erection of porch, render to the front elevation.","Barchester Healthcare Ltd","Walsingham Planning","","planning permission","28th July 2022","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P22/S2004/FUL","approved","Hempton Field Nursing Home 36 Lower Icknield Way Chinnor OX39 4EB","OX39 4EB",51.707984,-0.902291,NA,NA,NA,51.707984,-0.902291,c(-0.902291, 51.707984)
"171","South Oxfordshire","P22/S1689/FUL",NA,NA,"Eastfield House Eastfield Lane Whitchurch On Thames RG8 7EJ","application under s73 of the town and country planning act 1990 for variation of condition 14 (approved plans) on application p11/s0126 granted by appeal decision app/q3115/a/13/219268 (partial demolition of existing care home, eastfield house, construction of extensions and associated works and change of use of land at the rear of the home from c3 to c2 to provide additional external amenity space) to allow changes to internal layout; formation of dormers at second floor; additional plant room; part retention of existing outbuilding; and erection of summer house within rear garden.","Urban village group","DWA Architects (London) Ltd","","refusal of planning permission","25th August 2022","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P22/S1689/FUL","refused","Eastfield House Eastfield Lane Whitchurch On Thames RG8 7EJ","RG8 7EJ",51.48993,-1.082006,NA,NA,NA,51.48993,-1.082006,c(-1.082006, 51.48993)
"172","South Oxfordshire","P23/S0371/FUL",NA,NA,"The Maples Dysons Wood Kidmore End RG4 9EY","change of use and associated alterations to the former the maples residential care home, existing buildings and landscape, to provide a specialist sen educational facility for pupils aged 3-18 years (use class c2 to f1 throughout the site). minor alterations to fenestration. formalised car parking, minor alterations to the landscape including outdoor play area and canopy. new proposed fencing to the perimeter of the site.","Archway Building Consultancy Ltd","e-gg","","withdrawn prior to determination","28th June 2023","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P23/S0371/FUL","withdrawn","The Maples Dysons Wood Kidmore End RG4 9EY","RG4 9EY",51.49487,-0.987208,NA,NA,NA,51.49487,-0.987208,c(-0.987208, 51.49487)
"173","South Oxfordshire","P23/S2003/FUL",NA,NA,"Land North East of Didcot Didcot","erection of a three storey 66-bedroom residential care home (use class c2) for the elderly and associated car park, ancillary buildings and landscaping. (as amended by information received 30 august 2023 and 14 september 2023 and as amplified by additional information received 31 october 2023).","LNT Care Developments","LNT Care Developments","","no decision issued","","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P23/S2003/FUL","unknown","Land North East of Didcot Didcot",NA,NA,NA,51.608044,-1.24484,"ok",51.608044,-1.24484,c(-1.24484, 51.608044)
"174","South Oxfordshire","P23/S1498/FUL",NA,NA,"Winterbrook Nursing Home 18 Winterbrook Wallingford OX10 9EF","creation of a temporary vehicular and pedestrian access for sales staff and visitors (for up to 24 months) associated with the construction of new dwellings being created pursuant to planning permission p21/s1415/ful.","Beechcroft Developments Ltd","Beechcroft Developments Ltd","","planning permission","18th July 2023","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P23/S1498/FUL","approved","Winterbrook Nursing Home 18 Winterbrook Wallingford OX10 9EF","OX10 9EF",51.590444,-1.128571,NA,NA,NA,51.590444,-1.128571,c(-1.128571, 51.590444)
"175","South Oxfordshire","P24/S0924/FUL",NA,NA,"Rush Court Nursing Home Shillingford Road Shillingford Hill OX10 8LL","installation of roof mounted solar panels.","Elizabeth Finn Care","Westbrooke Surveyors","","planning permission","2nd May 2024","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P24/S0924/FUL","approved","Rush Court Nursing Home Shillingford Road Shillingford Hill OX10 8LL","OX10 8LL",51.619771,-1.129151,NA,NA,NA,51.619771,-1.129151,c(-1.129151, 51.619771)
"176","South Oxfordshire","P24/S2783/FUL",NA,NA,"Land South of London Road Wheatley","hybrid planning application to include: a) full planning application for the erection of 63 dwellings, associated infrastructure, access and landscaping; and 
b) an outline planning application for employment floorspace, that may include a use class c2 residential care home, and landscape and associated infrastructure, with all matters reserved apart from access. 
(amended & additional information received 19 december 2024, 17 april 2025, 17 july 2025, 5 august, 11th august, 15 august, 12 november 2025 and 4 december 2025)","c/o agent - Stantec","Stantec","","no decision issued","","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P24/S2783/FUL","unknown","Land South of London Road Wheatley",NA,NA,NA,51.746021,-1.129617,"ok",51.746021,-1.129617,c(-1.129617, 51.746021)
"177","South Oxfordshire","P24/S3741/FUL",NA,NA,"Rush Court Nursing Home Shillingford Road Shillingford Hill OX10 8LL","installation of two flag poles for the flying of advertising flags.","Elizabeth Finn Care","Westbrooke Surveyors","","planning permission","7th January 2025","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P24/S3741/FUL","approved","Rush Court Nursing Home Shillingford Road Shillingford Hill OX10 8LL","OX10 8LL",51.619771,-1.129151,NA,NA,NA,51.619771,-1.129151,c(-1.129151, 51.619771)
"178","South Oxfordshire","P24/S2954/FUL",NA,NA,"Lashbrook House Nursing Home Mill Road Lower Shiplake RG9 3LS","demolition of existing care home, and the erection of a new purpose-built care home facility (use class c2), with associated works including parking and landscaping.","William Selby","Avison Young","","refusal of planning permission","19th December 2024","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P24/S2954/FUL","refused","Lashbrook House Nursing Home Mill Road Lower Shiplake RG9 3LS","RG9 3LS",51.505455,-0.881506,NA,NA,NA,51.505455,-0.881506,c(-0.881506, 51.505455)
"179","South Oxfordshire","P25/S1461/FUL",NA,NA,"Watlington And District Nursing Home Hill Road Watlington OX49 5AE","the barn is currently used as a commercial kitchen to cook all the food for staff and residents within the nursing home, the laundry area and meeting rooms. the works are to replace the existing single glazed crittall windows with new upvc double glazed windows.","Sanctuary Housing Association","ATP Architects + Surveyors Ltd","","planning permission","26th June 2025","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P25/S1461/FUL","approved","Watlington And District Nursing Home Hill Road Watlington OX49 5AE","OX49 5AE",51.640548,-0.996914,NA,NA,NA,51.640548,-0.996914,c(-0.996914, 51.640548)
